Course,Location,Utilization Rate,Course Waitlist,Visits,Coordinates
Ultra Swim 4,Albion Pool And Health Club,1,4,72,"43.7398859,-79.58387240000002"
Ultra Swim 4,Albion Pool And Health Club,1,0,72,"43.7398859,-79.58387240000002"
Ultra Swim 1,Dennis R.Timbrell Resource Centre,1,5,72,"43.7180138,-79.33185709999998"
Ultra Swim 3,Leaside Memorial Gardens Pool,1,1,54,"43.7020811,-79.36010799999997"
Ultra Swim 3,Leaside Memorial Gardens Pool,1,0,54,"43.7020811,-79.36010799999997"
Philpott Children's Tennis,Prairie Drive Park,0.85,8,68,"43.6982066,-79.28123060000001"
Philpott Children's Tennis,Prairie Drive Park,0.85,9,85,"43.6982066,-79.28123060000001"
Philpott Children's Tennis,Prairie Drive Park,0.8,2,80,"43.6982066,-79.28123060000001"
Tri Private Ultra Swim 2,Matty Eckler Recreation Centre,1,0,27,"43.6680898,-79.33898669999996"
Tri Private Ultra Swim 2,Matty Eckler Recreation Centre,1,2,27,"43.6680898,-79.33898669999996"
Doug Philpott Tennis,Grandravine Park,1,2,80,"43.7525206,-79.48972229999998"
Preschool Swim 1: Penguin,Albert Campbell Collegiate Institute,1,0,54,"43.8097193,-79.27295170000002"
Tri Private Ultra Swim 2,Matty Eckler Recreation Centre,1,0,27,"43.6680898,-79.33898669999996"
Tiny Tots Swim,Riverdale Park East,1,1,9,"43.6746186,-79.35799609999998"
Guardian Swim 1,Gus Ryder Pool And Health Club,0.3,0,27,"43.6002393,-79.52152639999997"
Guardian Swim 1,Gus Ryder Pool And Health Club,0.1,0,9,"43.6002393,-79.52152639999997"
Ultra Swim 5 - Small Group,Ourland Park - Outdoor Pool,1,0,18,"43.6155335,-79.50870069999996"
Preschool Swim 2: Stingray,Cummer Park Community Centre,0.8333,0,45,"43.79916619999999,-79.37119469999999"
Ultra Swim 5 - Small Group,Ourland Park - Outdoor Pool,0.5,0,9,"43.6155335,-79.50870069999996"
Guardian Swim 1,Monarch Park,0.7,0,63,"43.6781625,-79.32789600000001"
Ultra Swim 2,Gus Ryder Pool And Health Club,0.6667,0,36,"43.6002393,-79.52152639999997"
Preschool Swim 1: Penguin,Monarch Park,1,1,36,"43.6781625,-79.32789600000001"
Ultra Swim 2,Gus Ryder Pool And Health Club,0.6667,0,36,"43.6002393,-79.52152639999997"
Ultra Swim 2,Gus Ryder Pool And Health Club,0.6667,0,36,"43.6002393,-79.52152639999997"
Guardian Swim 2,Weston CI,0.8,2,36,"43.7084321,-79.51138019999996"
Guardian Swim 1,Monarch Park,0.6,0,54,"43.6781625,-79.32789600000001"
Ultra Swim 8,Norseman Community School And Pool,0.5,0,45,"43.6345864,-79.51572870000001"
Ultra Swim 5,Kiwanis Outdoor Pool,0.875,1,63,"43.6988304,-79.3145151"
Guardian Swim 1,Weston CI,0.8,4,36,"43.7084321,-79.51138019999996"
Preschool Swim 1: Penguin - Female,Lester B. Pearson Collegiate Institute,0.8333,6,45,"43.8034669,-79.22573009999996"
Ultra Swim 9,Norseman Community School And Pool,0.3,0,27,"43.6345864,-79.51572870000001"
Karate - Intermediate/Advanced,Masaryk- Cowan Community Centre,0.1964,4,88,"43.63981159999999,-79.4329396"
Preschool Swim 3: Otter,Douglas Snow Aquatic Centre,1,1,48,"43.7674564,-79.41324200000003"
Preschool Swim 1: Penguin,Norseman Community School And Pool,0.75,0,27,"43.6345864,-79.51572870000001"
Karate - Beginner,Masaryk- Cowan Community Centre,0.1071,0,48,"43.63981159999999,-79.4329396"
Preschool Swim 1: Penguin,Norseman Community School And Pool,0.75,0,27,"43.6345864,-79.51572870000001"
Ultra Swim 3,West Hill Collegiate Institute,0.875,4,56,"43.7761961,-79.1908272"
Ultra Swim 7 - Small Group,Norseman Community School And Pool,0.25,2,9,"43.6345864,-79.51572870000001"
Ultra Swim 6 - Small Group,Norseman Community School And Pool,0.5,9,18,"43.6345864,-79.51572870000001"
Preschool Swim 2: Stingray,Norseman Community School And Pool,1,0,36,"43.6345864,-79.51572870000001"
Tiny Tots Swim,Wedgewood Park - Outdoor Pool,1,1,8,"43.645155,-79.54664559999998"
Tiny Tots Swim,Wedgewood Park - Outdoor Pool,1,1,8,"43.645155,-79.54664559999998"
Tiny Tots Swim,Centennial Recreation Centre - Etobicoke,1,1,9,"43.6909825,-79.47777099999996"
Ultra Swim 4,Gus Ryder Pool And Health Club,0.375,0,27,"43.6002393,-79.52152639999997"
Ultra Swim 5,The Elms Community School,0.5,7,36,"43.72223289999999,-79.55296820000001"
Ultra Swim 3,Regent Park Aquatic Centre,0.8333,9,40,"43.6542599,-79.36063589999998"
Ultra Swim 5,The Elms Community School,1,3,72,"43.72223289999999,-79.55296820000001"
Karate - Beginner,Masaryk- Cowan Community Centre,0.6071,8,272,"43.63981159999999,-79.4329396"
Preschool Swim 1 - Penguin,Richmond Gardens Outdoor Pool,0.75,0,27,"43.6828621,-79.54383539999998"
Karate - Intermediate/Advanced,Masaryk- Cowan Community Centre,0.5893,6,264,"43.63981159999999,-79.4329396"
Preschool Swim 1 - Penguin,Richmond Gardens Outdoor Pool,0.5,0,18,"43.6828621,-79.54383539999998"
Ultra Swim 5,The Elms Community School,0.75,2,54,"43.72223289999999,-79.55296820000001"
Tiny Tots Swim,Mary McCormick Recreation Centre,1,0,8,"43.64726100000001,-79.43329130000001"
Preschool Swim 2: Stingray,Lester B. Pearson Collegiate Institute,0.8333,0,45,"43.8034669,-79.22573009999996"
Tiny Tots Swim,Trinity Community Recreation Centre,1,3,9,"43.6480604,-79.41482500000001"
Ultra Swim 5,Agincourt Recreation Centre,1,1,72,"43.7880426,-79.27506549999998"
Ultra Swim 8,Lester B. Pearson Collegiate Institute,0.2,0,18,"43.8034669,-79.22573009999996"
SPLASH Swim Team,Trinity Community Recreation Centre,0.3,0,54,"43.6480604,-79.41482500000001"
Ultra Swim 9,Lester B. Pearson Collegiate Institute,0.5,0,45,"43.8034669,-79.22573009999996"
SPLASH Swim Team,Trinity Community Recreation Centre,0.25,0,45,"43.6480604,-79.41482500000001"
Guardian Swim 2,Agincourt Recreation Centre,1,6,90,"43.7880426,-79.27506549999998"
Guardian Swim 1,Monarch Park,0.7,0,63,"43.6781625,-79.32789600000001"
Ultra Swim 3,Sir Oliver Mowat Collegiate Institute,0.875,0,63,"43.7794929,-79.14180049999999"
Ultra Swim 1 - Small Group,Annette Community Recreation Centre,0.25,0,9,"43.6551041,-79.45940150000001"
Ultra Swim 4,Lester B. Pearson Collegiate Institute,0.875,0,63,"43.8034669,-79.22573009999996"
Tri Private Ultra Swim 4,Douglas Snow Aquatic Centre,1,0,27,"43.7674564,-79.41324200000003"
Tri Private Ultra Swim 4,Douglas Snow Aquatic Centre,1,2,27,"43.7674564,-79.41324200000003"
Ultra Swim 3,Lester B. Pearson Collegiate Institute,1,2,54,"43.8034669,-79.22573009999996"
Tiny Tots Swim,Trinity Community Recreation Centre,1,3,8,"43.6480604,-79.41482500000001"
Tri Private Ultra Swim 4,Douglas Snow Aquatic Centre,1,1,27,"43.7674564,-79.41324200000003"
Ultra Swim 3,Antibes Community Centre,1,9,54,"43.7810253,-79.44691879999999"
Tri Private Ultra Swim 4,Douglas Snow Aquatic Centre,1,0,27,"43.7674564,-79.41324200000003"
Ultra Swim 3,Lester B. Pearson Collegiate Institute,1,1,54,"43.8034669,-79.22573009999996"
Ultra Swim 4,Antibes Community Centre,0.8333,15,45,"43.7810253,-79.44691879999999"
Ultra Swim 7,Antibes Community Centre,0.875,2,63,"43.7810253,-79.44691879999999"
Guardian Swim 1,Douglas Snow Aquatic Centre,1,12,80,"43.7674564,-79.41324200000003"
Ultra Swim 9,Lester B. Pearson Collegiate Institute,0.6,0,54,"43.8034669,-79.22573009999996"
Ultra Swim 8,Lester B. Pearson Collegiate Institute,0.4,0,36,"43.8034669,-79.22573009999996"
Ultra Swim 1,Joseph J. Piccininni Community Centre,1,1,54,"43.6744016,-79.4524571"
Doug Philpott Tennis,Angela James Arena Tennis,0.8,2,143,"43.71417659999999,-79.32648760000001"
Guardian Swim 2,Douglas Snow Aquatic Centre,1,9,80,"43.7674564,-79.41324200000003"
Ultra Swim 4,Beaches Recreation Centre,0.375,0,27,"43.674287,-79.29778629999998"
Doug Philpott Tennis,Angela James Arena Tennis,0.95,0,95,"43.71417659999999,-79.32648760000001"
Doug Philpott Tennis,Angela James Arena Tennis,0.95,0,76,"43.71417659999999,-79.32648760000001"
Ultra Swim 2 - Small Group,Beaches Recreation Centre,1,0,36,"43.674287,-79.29778629999998"
Ultra Swim 2 - Small Group,Beaches Recreation Centre,0.75,0,27,"43.674287,-79.29778629999998"
Ultra Swim 2 - Small Group,Beaches Recreation Centre,1,1,36,"43.674287,-79.29778629999998"
Ultra Swim 4,Beaches Recreation Centre,0.25,0,18,"43.674287,-79.29778629999998"
Doug Philpott Tennis,Angela James Arena Tennis,0.95,0,95,"43.71417659999999,-79.32648760000001"
Ultra Swim 4,Beaches Recreation Centre,0.5,0,36,"43.674287,-79.29778629999998"
Doug Philpott Tennis,Angela James Arena Tennis,0.9,2,72,"43.71417659999999,-79.32648760000001"
Doug Philpott Tennis,Angela James Arena Tennis,0.95,0,95,"43.71417659999999,-79.32648760000001"
Ultra Swim 1,Douglas Snow Aquatic Centre,1,0,72,"43.7674564,-79.41324200000003"
Preschool Swim 1: Penguin,Parkdale Community Recreation Centre,1,0,36,"43.6464011,-79.43839079999998"
Tiny Tots Swim,Weston CI,1,0,9,"43.7084321,-79.51138019999996"
Doug Philpott Tennis,Angela James Arena Tennis,1,5,100,"43.71417659999999,-79.32648760000001"
Challenge Bronze,Cummer Park Community Centre,0.4,2,32,"43.79916619999999,-79.37119469999999"
Preschool Swim 1: Penguin,Parkdale Community Recreation Centre,0.75,0,27,"43.6464011,-79.43839079999998"
Challenge Gold,Cummer Park Community Centre,0.6,1,48,"43.79916619999999,-79.37119469999999"
Tiny Tots Swim,Nelson A. Boylen Collegiate Institute,1,0,9,"43.7175035,-79.49534599999998"
Tiny Tots Swim,Memorial Pool And Health Club,1,2,9,"43.6479023,-79.51853979999999"
Tiny Tots Swim,Memorial Pool And Health Club,1,2,9,"43.6479023,-79.51853979999999"
Tiny Tots Swim,Memorial Pool And Health Club,1,2,9,"43.6479023,-79.51853979999999"
Preschool Swim 3: Otter,Runnymede Collegiate Institute,1,0,36,"43.6636272,-79.48972229999998"
Preschool Swim 3: Otter,Runnymede Collegiate Institute,0.75,0,27,"43.6636272,-79.48972229999998"
Ultra Swim 5,Gus Ryder Pool And Health Club,0.25,0,18,"43.6002393,-79.52152639999997"
Tiny Tots Swim,Main Square Community Centre,1,1,9,"43.6866214,-79.3005159"
Tiny Tots Swim,Sir Oliver Mowat Collegiate Institute,1,0,8,"43.7794929,-79.14180049999999"
Tiny Tots Swim,Main Square Community Centre,1,0,9,"43.6866214,-79.3005159"
Ultra Swim 5,Gus Ryder Pool And Health Club,0.5,0,36,"43.6002393,-79.52152639999997"
Preschool Swim 4: Dolphin,Ourland Park - Outdoor Pool,1,0,16,"43.6155335,-79.50870069999996"
Preschool Swim 3: Otter,Sir Oliver Mowat Collegiate Institute,1,0,32,"43.7794929,-79.14180049999999"
Ultra Swim 5,Gus Ryder Pool And Health Club,0.625,0,45,"43.6002393,-79.52152639999997"
Kids In The Kitchen,Ellesmere Community Centre,0.75,11,54,"43.7607276,-79.29901899999999"
Ultra Swim 9 - Small Group,Gus Ryder Pool And Health Club,0.5,0,9,"43.6002393,-79.52152639999997"
Kids In The Kitchen,Ellesmere Community Centre,1,8,72,"43.7607276,-79.29901899999999"
Ultra Swim 7 - Small Group,Gus Ryder Pool And Health Club,1,0,36,"43.6002393,-79.52152639999997"
Ultra Swim 7 - Small Group,Gus Ryder Pool And Health Club,0.75,0,27,"43.6002393,-79.52152639999997"
Ultra Swim 7 - Small Group,Gus Ryder Pool And Health Club,0.25,0,9,"43.6002393,-79.52152639999997"
Ultra Swim 8 - Small Group,Gus Ryder Pool And Health Club,0.5,0,9,"43.6002393,-79.52152639999997"
Ultra Swim 8 - Small Group,Gus Ryder Pool And Health Club,0.5,0,18,"43.6002393,-79.52152639999997"
Ultra Swim 7 - Small Group,Gus Ryder Pool And Health Club,0.25,0,9,"43.6002393,-79.52152639999997"
Ultra Swim 2 - Small Group,Weston CI,1,1,36,"43.7084321,-79.51138019999996"
Ultra Swim 9,Weston CI,0.2,0,18,"43.7084321,-79.51138019999996"
Ultra Swim 8,Weston CI,0.4,0,36,"43.7084321,-79.51138019999996"
Bronze Star & Basic 1st Aid (CPR-A),Rotary Peace Park - Outdoor Pool,0.3333,0,36,"43.5944528,-79.5071193"
Guardian Swim 1,Norseman Community School And Pool,0.4,0,36,"43.6345864,-79.51572870000001"
Guardian Swim 1,Norseman Community School And Pool,0.1,0,9,"43.6345864,-79.51572870000001"
Bronze Star & Basic 1st Aid (CPR-A),Rotary Peace Park - Outdoor Pool,0.3333,0,36,"43.5944528,-79.5071193"
Ultra Swim 5,Douglas Snow Aquatic Centre,0.625,0,45,"43.7674564,-79.41324200000003"
Ultra Swim 5,Douglas Snow Aquatic Centre,0.375,0,27,"43.7674564,-79.41324200000003"
Guardian Swim 1,Monarch Park,0.9,0,81,"43.6781625,-79.32789600000001"
Ultra Swim 5,Douglas Snow Aquatic Centre,0.75,0,54,"43.7674564,-79.41324200000003"
Guardian Swim 1,Norseman Community School And Pool,0.2,0,18,"43.6345864,-79.51572870000001"
Ultra Swim 5,Douglas Snow Aquatic Centre,0.75,1,54,"43.7674564,-79.41324200000003"
Preschool Swim 1: Penguin,Main Square Community Centre,1,2,36,"43.6866214,-79.3005159"
Preschool Swim 2: Stingray,Runnymede Collegiate Institute,1,0,36,"43.6636272,-79.48972229999998"
Preschool Swim 2: Stingray,Runnymede Collegiate Institute,0.75,1,27,"43.6636272,-79.48972229999998"
Preschool Swim 3: Otter,Main Square Community Centre,0.75,0,27,"43.6866214,-79.3005159"
Preschool Swim 1: Penguin,Main Square Community Centre,1,2,36,"43.6866214,-79.3005159"
Preschool Swim 2: Stingray,Runnymede Collegiate Institute,0.75,1,27,"43.6636272,-79.48972229999998"
Preschool Swim 1: Penguin,Main Square Community Centre,1,2,36,"43.6866214,-79.3005159"
Ultra Swim 5,West Hill Collegiate Institute,0.5,0,32,"43.7761961,-79.1908272"
Ultra Swim 1,West Hill Collegiate Institute,1,0,48,"43.7761961,-79.1908272"
Preschool Swim 2: Stingray,Runnymede Collegiate Institute,0.25,0,9,"43.6636272,-79.48972229999998"
Preschool Swim 2: Stingray,Monarch Park,1,4,36,"43.6781625,-79.32789600000001"
Ultra Swim 3 - Female,Lester B. Pearson Collegiate Institute,1,0,54,"43.8034669,-79.22573009999996"
Tiny Tots Swim,West Hill Collegiate Institute,1,0,9,"43.7761961,-79.1908272"
Activity Camp,Driftwood Community Recreation Centre,0.9333,0,280,"43.7652519,-79.51853979999999"
Doug Philpott Tennis-Group,Coleman Park,1,9,100,"43.6897638,-79.2984907"
Doug Philpott Tennis-Group,Coleman Park,1,3,100,"43.6897638,-79.2984907"
Activity Camp,Driftwood Community Recreation Centre,0.9667,2,290,"43.7652519,-79.51853979999999"
Doug Philpott Tennis-Group,Coleman Park,1,3,80,"43.6897638,-79.2984907"
Doug Philpott Tennis-Group,Coleman Park,1,5,100,"43.6897638,-79.2984907"
Doug Philpott Tennis - Group,Coleman Park,1.25,6,125,"43.6897638,-79.2984907"
Preschool Swim 3: Otter,Rotary Peace Park - Outdoor Pool,0.5,0,9,"43.5944528,-79.5071193"
In-Line Roller Skating - Beginner,Centennial Recreation Centre-Scarborough,0.95,81,38,"43.7733929,-79.23595169999999"
Tiny Tots Swim,Ourland Park - Outdoor Pool,1,0,9,"43.6155335,-79.50870069999996"
Ultra Swim 2,Westgrove Park - Outdoor Pool,1,2,54,"43.68228970000001,-79.56982629999999"
Guardian Swim 1,Antibes Community Centre,0.8,3,72,"43.7810253,-79.44691879999999"
Ultra Swim 4 - Small Group,Gus Ryder Pool And Health Club,0.75,0,27,"43.6002393,-79.52152639999997"
Preschool Swim 1 - Penguin,Richmond Gardens Outdoor Pool,0.5,0,10,"43.6828621,-79.54383539999998"
Ultra Swim 4,S.H. Armstrong Community Centre,0.125,0,9,"43.66623620000001,-79.32243829999999"
Tiny Tot,West Deane Park - Outdoor Pool,1,0,9,"43.6604251,-79.56104640000001"
Ultra Swim 2,Westgrove Park - Outdoor Pool,1,0,54,"43.68228970000001,-79.56982629999999"
Ultra Swim 1,Westgrove Park - Outdoor Pool,0.8333,0,45,"43.68228970000001,-79.56982629999999"
Preschool Swim 1: Penguin,Gus Ryder Pool And Health Club,0.75,0,27,"43.6002393,-79.52152639999997"
Ultra Swim 2,Westgrove Park - Outdoor Pool,1,0,54,"43.68228970000001,-79.56982629999999"
Around the Garden,Parkway Forest Community Centre,1,11,90,"43.7785175,-79.34655570000001"
Ultra Swim 2,Westgrove Park - Outdoor Pool,0.6667,0,36,"43.68228970000001,-79.56982629999999"
Ultra Swim 1,Westgrove Park - Outdoor Pool,1,3,54,"43.68228970000001,-79.56982629999999"
Ultra Swim 1,Westgrove Park - Outdoor Pool,1,2,54,"43.68228970000001,-79.56982629999999"
Ultra Swim 1,Westgrove Park - Outdoor Pool,1,0,54,"43.68228970000001,-79.56982629999999"
Doug Philpott Tennis-Group,Coleman Park,1,5,100,"43.6897638,-79.2984907"
Doug Philpott Tennis-Group,Coleman Park,1.25,7,100,"43.6897638,-79.2984907"
Ultra Swim 3,McGregor Park Community Centre,1,2,54,"43.7471605,-79.28070220000001"
Ultra Swim 3,McGregor Park Community Centre,0.8333,0,45,"43.7471605,-79.28070220000001"
Ultra Swim 1,McGregor Park Community Centre,1,1,72,"43.7471605,-79.28070220000001"
Ultra Swim 3,McGregor Park Community Centre,0.3333,2,18,"43.7471605,-79.28070220000001"
Ultra Swim 1,McGregor Park Community Centre,1,0,54,"43.7471605,-79.28070220000001"
Preschool Swim 1: Penguin,McGregor Park Community Centre,1,2,54,"43.7471605,-79.28070220000001"
Ultra Swim 1,McGregor Park Community Centre,1,0,54,"43.7471605,-79.28070220000001"
Preschool Swim 1: Penguin,McGregor Park Community Centre,1,2,54,"43.7471605,-79.28070220000001"
Ultra Swim 5,McGregor Park Community Centre,0.375,0,27,"43.7471605,-79.28070220000001"
Preschool Swim 1: Penguin,McGregor Park Community Centre,1,1,36,"43.7471605,-79.28070220000001"
Ultra Swim 5,McGregor Park Community Centre,0.625,0,45,"43.7471605,-79.28070220000001"
Ultra Swim 5,McGregor Park Community Centre,0.625,0,45,"43.7471605,-79.28070220000001"
Adapted Adventure Camp,Trinity Community Recreation Centre,1,0,10,"43.6480604,-79.41482500000001"
Adapted Adventure Camp,Trinity Community Recreation Centre,0.5,0,5,"43.6480604,-79.41482500000001"
Adapted Adventure Camp,Trinity Community Recreation Centre,1,0,5,"43.6480604,-79.41482500000001"
Karate -Instructional,Stephen Leacock Community Centre,1.375,46,198,"43.7870239,-79.30183669999997"
Ultra Swim 4 - Small Group,Richmond Gardens Outdoor Pool,0.5,0,18,"43.6828621,-79.54383539999998"
Guardian Swim 1,Antibes Community Centre,0.9,2,81,"43.7810253,-79.44691879999999"
Guardian Swim 1,Antibes Community Centre,1,3,90,"43.7810253,-79.44691879999999"
BMX - Child,Wallace Emerson Park,0.5,0,12,"43.66683219999999,-79.43962169999998"
Tiny Tots Swim,Parkdale Community Recreation Centre,1,0,9,"43.6464011,-79.43839079999998"
Sing-A-long Time,Stephen Leacock Community Centre,1,28,144,"43.7870239,-79.30183669999997"
Preschool Discovery,Stephen Leacock Community Centre,1,38,144,"43.7870239,-79.30183669999997"
BMX - Child,Wallace Emerson Park,1,0,24,"43.66683219999999,-79.43962169999998"
Tennis: Instructional - Level 2,L'Amoreaux Tennis Centre,0.5,0,72,"43.8060827,-79.3064152"
Ultra Swim 5 - Small Group,Richmond Gardens Outdoor Pool,0.5,0,18,"43.6828621,-79.54383539999998"
Ultra Swim 6 - Small Group,Richmond Gardens Outdoor Pool,0.75,1,27,"43.6828621,-79.54383539999998"
Ultra Swim 4 - Small Group,Richmond Gardens Outdoor Pool,0.75,0,27,"43.6828621,-79.54383539999998"
Ultra Swim 3,Pine Point Park - Outdoor Pool,1,0,54,"43.7142206,-79.53997119999997"
Ultra Swim 6 - Small Group,Richmond Gardens Outdoor Pool,1,0,20,"43.6828621,-79.54383539999998"
Ultra Swim 3,Pine Point Park - Outdoor Pool,0.8333,0,40,"43.7142206,-79.53997119999997"
Ultra Swim 5 - Small Group,Richmond Gardens Outdoor Pool,0.5,0,18,"43.6828621,-79.54383539999998"
Tennis: Instructional - Level 2,L'Amoreaux Tennis Centre,0.375,0,54,"43.8060827,-79.3064152"
Ultra Swim 3,Pine Point Park - Outdoor Pool,0.6667,0,32,"43.7142206,-79.53997119999997"
Ultra Swim 5 - Small Group,Richmond Gardens Outdoor Pool,1,0,20,"43.6828621,-79.54383539999998"
Ultra Swim 7 - Small Group,Richmond Gardens Outdoor Pool,0.5,0,18,"43.6828621,-79.54383539999998"
Guardian Swim 1,Antibes Community Centre,1,1,90,"43.7810253,-79.44691879999999"
Ultra Swim 4 - Small Group,Richmond Gardens Outdoor Pool,1,2,20,"43.6828621,-79.54383539999998"
Ultra Swim 7 - Small Group,Richmond Gardens Outdoor Pool,0.75,0,15,"43.6828621,-79.54383539999998"
Ultra Swim 5 - Small Group,Richmond Gardens Outdoor Pool,0.75,0,27,"43.6828621,-79.54383539999998"
Tiny Tots Swim,Bendale Business Technical Institute,1,0,9,"43.755163,-79.26520049999999"
Tiny Tots Swim,Bendale Business Technical Institute,1,1,9,"43.755163,-79.26520049999999"
Ultra Swim 2,The Elms Community School,1,1,54,"43.72223289999999,-79.55296820000001"
Stroke Improvement,Pine Point Park - Outdoor Pool,0.25,0,18,"43.7142206,-79.53997119999997"
Adapted Adventure Camp,Trinity Community Recreation Centre,1.1429,3,40,"43.6480604,-79.41482500000001"
Adapted Adventure Camp,Trinity Community Recreation Centre,1,1,25,"43.6480604,-79.41482500000001"
Adapted Adventure Camp,Trinity Community Recreation Centre,0.75,0,12,"43.6480604,-79.41482500000001"
Adapted Adventure Camp,Trinity Community Recreation Centre,1,0,28,"43.6480604,-79.41482500000001"
Adapted Adventure Camp,Trinity Community Recreation Centre,0.75,0,15,"43.6480604,-79.41482500000001"
